Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Einsiedeln;8840;00;Einsiedeln;1301;SZ;2698493.177;1221093.950;de;2008-07-01
Trachslau;8840;02;Einsiedeln;1301;SZ;2698018.723;1217511.213;de;2008-07-01
Gross;8841;00;Einsiedeln;1301;SZ;2700474.077;1216829.545;de;2008-07-01
Euthal;8844;00;Einsiedeln;1301;SZ;2706607.938;1216690.275;de;2008-07-01
Willerzell;8846;00;Einsiedeln;1301;SZ;2704573.016;1221034.714;de;2008-07-01
Egg SZ;8847;00;Einsiedeln;1301;SZ;2701635.255;1224332.443;de;2008-07-01
Rigi Scheidegg;6410;05;Gersau;1311;SZ;2682132.099;1208948.897;de;2008-07-01
Gersau;6442;00;Gersau;1311;SZ;2683209.538;1206831.039;de;2008-07-01
Wollerau;8832;00;Feusisberg;1321;SZ;2696567.565;1226910.235;de;2008-07-01
Schindellegi;8834;00;Feusisberg;1321;SZ;2696066.068;1225584.154;de;2008-07-01
Feusisberg;8835;00;Feusisberg;1321;SZ;2700029.263;1226221.716;de;2008-07-01
Bennau;8836;00;Feusisberg;1321;SZ;2696524.522;1223639.407;de;2008-07-01
Egg SZ;8847;00;Feusisberg;1321;SZ;2699890.115;1225504.366;de;2008-07-01
Hurden;8640;03;Freienbach;1322;SZ;2702929.458;1230040.694;de;2008-07-01
Bäch SZ;8806;00;Freienbach;1322;SZ;2698465.209;1228920.030;de;2008-07-01
Freienbach;8807;00;Freienbach;1322;SZ;2699728.510;1228717.567;de;2008-07-01
Pfäffikon SZ;8808;00;Freienbach;1322;SZ;2701940.288;1227510.542;de;2008-07-01
Wollerau;8832;00;Freienbach;1322;SZ;2699548.651;1228048.792;de;2008-07-01
Wilen b. Wollerau;8832;02;Freienbach;1322;SZ;2698211.614;1227925.512;de;2008-07-01
Bäch SZ;8806;00;Wollerau;1323;SZ;2696909.967;1228530.552;de;2008-07-01
Wollerau;8832;00;Wollerau;1323;SZ;2696145.763;1227318.467;de;2008-07-01
Samstagern;8833;00;Wollerau;1323;SZ;2694776.196;1227200.958;de;2008-07-01
Schindellegi;8834;00;Wollerau;1323;SZ;2695057.863;1225660.676;de;2008-07-01
Merlischachen;6402;00;Küssnacht (SZ);1331;SZ;2673477.246;1213731.234;de;2008-07-01
Küssnacht am Rigi;6403;00;Küssnacht (SZ);1331;SZ;2676606.890;1215323.065;de;2008-07-01
Immensee;6405;00;Küssnacht (SZ);1331;SZ;2678159.204;1217695.739;de;2008-07-01
Willerzell;8846;00;Altendorf;1341;SZ;2705141.891;1222985.308;de;2008-07-01
Altendorf;8852;00;Altendorf;1341;SZ;2705133.324;1225551.651;de;2008-07-01
Lachen SZ;8853;00;Galgenen;1342;SZ;2707885.059;1227025.808;de;2008-07-01
Siebnen;8854;00;Galgenen;1342;SZ;2709655.230;1223479.010;de;2008-07-01
Galgenen;8854;02;Galgenen;1342;SZ;2708431.378;1225334.765;de;2008-07-01
Innerthal;8858;00;Innerthal;1343;SZ;2712598.373;1212624.578;de;2008-07-01
Lachen SZ;8853;00;Lachen;1344;SZ;2707564.970;1227881.730;de;2008-07-01
Reichenburg;8864;00;Reichenburg;1345;SZ;2716544.716;1224304.912;de;2008-07-01
Siebnen;8854;00;Schübelbach;1346;SZ;2712475.157;1223020.399;de;2008-07-01
Wangen SZ;8855;00;Schübelbach;1346;SZ;2711592.230;1226943.503;de;2008-07-01
Schübelbach;8862;00;Schübelbach;1346;SZ;2712967.402;1225785.113;de;2008-07-01
Buttikon SZ;8863;00;Schübelbach;1346;SZ;2714330.662;1225314.375;de;2008-07-01
Uznach;8730;00;Tuggen;1347;SZ;2715915.265;1230332.440;de;2008-07-01
Wangen SZ;8855;00;Tuggen;1347;SZ;2711661.040;1227785.600;de;2008-07-01
Tuggen;8856;00;Tuggen;1347;SZ;2713711.880;1228811.954;de;2008-07-01
Vorderthal;8857;00;Vorderthal;1348;SZ;2710477.617;1220421.249;de;2008-07-01
Lachen SZ;8853;00;Wangen (SZ);1349;SZ;2707876.232;1228912.974;de;2008-07-01
Siebnen;8854;00;Wangen (SZ);1349;SZ;2710382.287;1226579.289;de;2008-07-01
Wangen SZ;8855;00;Wangen (SZ);1349;SZ;2710209.220;1228207.306;de;2008-07-01
Schwyz;6430;00;Alpthal;1361;SZ;2695165.591;1212437.027;de;2008-07-01
Oberiberg;8843;00;Alpthal;1361;SZ;2697440.949;1208892.402;de;2008-07-01
Alpthal;8849;00;Alpthal;1361;SZ;2697001.815;1212491.863;de;2008-07-01
Walchwil;6318;00;Arth;1362;SZ;2682362.279;1215998.565;de;2008-07-01
Rigi Kaltbad;6356;00;Arth;1362;SZ;2680884.810;1209793.296;de;2008-07-01
Goldau;6410;00;Arth;1362;SZ;2683737.357;1211320.160;de;2008-07-01
Rigi Klösterli;6410;02;Arth;1362;SZ;2680395.341;1210785.080;de;2008-07-01
Rigi Staffel;6410;03;Arth;1362;SZ;2678864.078;1211514.145;de;2008-07-01
Rigi Kulm;6410;04;Arth;1362;SZ;2679822.187;1212348.027;de;2008-07-01
Oberarth;6414;00;Arth;1362;SZ;2683490.325;1212210.830;de;2008-07-01
Arth;6415;00;Arth;1362;SZ;2684121.477;1214209.027;de;2008-07-01
Steinerberg;6416;00;Arth;1362;SZ;2685676.227;1213543.069;de;2008-07-01
Illgau;6434;00;Illgau;1363;SZ;2698651.835;1205963.547;de;2008-07-01
Seewen SZ;6423;00;Ingenbohl;1364;SZ;2688573.265;1207886.834;de;2008-07-01
Brunnen;6440;00;Ingenbohl;1364;SZ;2689509.562;1205485.673;de;2008-07-01
Lauerz;6424;00;Lauerz;1365;SZ;2686677.875;1209008.607;de;2008-07-01
Stoos SZ;6433;00;Morschach;1366;SZ;2693230.300;1202808.748;de;2008-07-01
Brunnen;6440;00;Morschach;1366;SZ;2689243.592;1203516.954;de;2008-07-01
Morschach;6443;00;Morschach;1366;SZ;2690614.457;1204305.420;de;2008-07-01
Sisikon;6452;00;Morschach;1366;SZ;2690509.697;1201162.183;de;2008-07-01
Stoos SZ;6433;00;Muotathal;1367;SZ;2695588.417;1204190.392;de;2008-07-01
Muotathal;6436;00;Muotathal;1367;SZ;2700863.878;1201888.520;de;2008-07-01
Bisisthal;6436;02;Muotathal;1367;SZ;2709608.804;1198656.376;de;2008-07-01
Ried (Muotathal);6436;03;Muotathal;1367;SZ;2696501.206;1204141.454;de;2008-07-01
Klöntal;8750;03;Muotathal;1367;SZ;2710915.241;1208323.933;de;2008-07-01
Unteriberg;8842;00;Oberiberg;1368;SZ;2705336.703;1207993.514;de;2008-07-01
Oberiberg;8843;00;Oberiberg;1368;SZ;2700751.220;1210042.443;de;2008-07-01
Riemenstalden;6452;02;Riemenstalden;1369;SZ;2696515.152;1199483.408;de;2008-07-01
Rothenthurm;6418;00;Rothenthurm;1370;SZ;2694027.159;1216969.208;de;2008-07-01
Morgarten;6315;03;Sattel;1371;SZ;2691974.413;1217222.942;de;2008-07-01
Sattel;6417;00;Sattel;1371;SZ;2690280.383;1215159.630;de;2008-07-01
Rothenthurm;6418;00;Sattel;1371;SZ;2692161.455;1216788.172;de;2008-07-01
Steinen;6422;00;Sattel;1371;SZ;2689121.525;1213620.628;de;2008-07-01
Sattel;6417;00;Schwyz;1372;SZ;2692977.912;1213001.645;de;2008-07-01
Seewen SZ;6423;00;Schwyz;1372;SZ;2690859.356;1210106.938;de;2008-07-01
Schwyz;6430;00;Schwyz;1372;SZ;2693320.430;1209307.261;de;2008-07-01
Rickenbach b. Schwyz;6432;00;Schwyz;1372;SZ;2695657.551;1207361.426;de;2008-07-01
Ibach;6438;00;Schwyz;1372;SZ;2691920.378;1206342.464;de;2008-07-01
Unteriberg;8842;00;Schwyz;1372;SZ;2701435.141;1206595.798;de;2008-07-01
Oberiberg;8843;00;Schwyz;1372;SZ;2699121.008;1208175.128;de;2008-07-01
Steinen;6422;00;Steinen;1373;SZ;2689002.445;1211911.397;de;2008-07-01
Steinerberg;6416;00;Steinerberg;1374;SZ;2686711.652;1213289.680;de;2008-07-01
Unteriberg;8842;00;Unteriberg;1375;SZ;2703417.231;1212648.740;de;2008-07-01
Euthal;8844;00;Unteriberg;1375;SZ;2707219.422;1214446.855;de;2008-07-01
Studen SZ;8845;00;Unteriberg;1375;SZ;2707736.445;1210387.557;de;2008-07-01
Pilatus Kulm;6010;02;Alpnach;1401;OW;2662154.138;1203458.773;de;2008-07-01
Alpnachstad;6053;00;Alpnach;1401;OW;2664633.846;1201988.594;de;2008-07-01
Alpnach Dorf;6055;00;Alpnach;1401;OW;2658796.774;1200208.662;de;2008-07-01
Kerns;6064;00;Alpnach;1401;OW;2664141.119;1197612.259;de;2008-07-01
Grafenort;6388;00;Engelberg;1402;OW;2671110.601;1190536.821;de;2008-07-01
Engelberg;6390;00;Engelberg;1402;OW;2675924.680;1185531.319;de;2008-07-01
Giswil;6074;00;Giswil;1403;OW;2652029.045;1187475.688;de;2008-07-01
Sörenberg;6174;00;Giswil;1403;OW;2647798.700;1183426.776;de;2008-07-01
Kerns;6064;00;Kerns;1404;OW;2665797.554;1195401.987;de;2008-07-01
St. Niklausen OW;6066;00;Kerns;1404;OW;2665765.714;1191698.757;de;2008-07-01
Melchtal;6067;00;Kerns;1404;OW;2665589.814;1186343.267;de;2008-07-01
Melchsee-Frutt;6068;00;Kerns;1404;OW;2665510.244;1181609.678;de;2008-07-01
Lungern;6078;00;Lungern;1405;OW;2657457.351;1182014.002;de;2008-07-01
